"link","name","totalscr","govandstrat","ecoandbio","socialincl"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/maanshan-iron-steel","Maanshan Iron & Steel","9.5","23.7","10.1","3.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/chevron-phillips","Chevron Phillips","9.4","33.7","4.3","7.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/nippon-paint-holdings","Nippon Paint Holdings","9.3","18.7","5.3","11.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/salzgitter","Salzgitter","9.1","12.5","10.2","6.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/daewoo-engineering-construction","Daewoo Engineering & Construction","8.9","16.2","6.1","10.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/bausch-health","Bausch Health","8.8","18.7","4.3","11.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/buzzi-unicem","Buzzi Unicem","8.8","23.7","3.0","11.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/lupin","Lupin","8.8","11.2","4.3","14.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/steel-dynamics","Steel Dynamics","8.7","17.5","2.6","14.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/pultegroup","PulteGroup","8.6","11.2","4.0","14.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/shanghai-zijiang-enterprise-group","Shanghai Zijiang Enterprise Group","8.6","27.5","9.3","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/shenzhen-yuto-packaging-technology","ShenZhen YUTO Packaging Technology","8.6","28.7","7.9","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/uflex","Uflex","8.5","22.5","6.6","6.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/vicat","Vicat","8.5","6.2","5.0","14.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-shanshui-cement-group","China Shanshui Cement Group","8.3","5.0","12.6","3.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/jindal-steel-and-power","Jindal Steel And Power","8.3","27.5","6.7","3.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/capri-holdings-2","Capri Holdings","8.0","17.5","2.1","13.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/anta-international-group-holdings-2","ANTA International Group Holdings","7.8","28.7","2.6","7.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-resources-cement","China Resources Cement","7.8","23.7","7.7","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/wanhua-chemical","Wanhua Chemical","7.7","27.5","7.4","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/pentland-group","Pentland Group","7.6","5.0","3.7","14.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/scr-sibelco","SCR Sibelco","7.6","0.0","4.0","16.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/shenzhou-international","Shenzhou International","7.6","12.5","10.2","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/emcor-group","EMCOR Group","7.4","5.0","3.2","14.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/oec","OEC","7.4","0.0","3.5","16.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/urbn","URBN","7.3","12.5","5.0","8.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-hongqiao-group","China Hongqiao Group","7.2","10.0","10.2","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/shandong-gold-mining","Shandong Gold","7.2","28.7","5.3","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/citic-pacific-special-steel","CITIC Pacific Special Steel","7.0","27.5","4.2","3.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/kirana-megatara","Kirana Megatara","7.0","0.0","6.3","11.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/anhui-conch-cement","Anhui Conch Cement","6.7","23.7","3.7","4.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/huayou-cobalt","Huayou Cobalt","6.7","22.5","1.3","8.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/aluminum-corporation-of-china-chalco","Aluminum Corporation of China","6.6","16.2","6.3","3.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-energy-engineering-group","China Energy Engineering Group","6.6","16.2","7.4","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/ppc","PPC","6.4","22.5","2.6","6.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/siat-group","Siat Group","6.4","11.2","3.5","8.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/chanel","Chanel","6.2","0.0","7.1","7.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/reliance-steel-aluminum","Reliance Steel & Aluminum","6.2","6.2","1.6","13.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/sk-ecoplant","SK Ecoplant","6.1","17.5","3.3","6.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/metallurgical-corporation-of-china","Metallurgical Corporation of China","5.8","28.7","2.6","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/bbmg-corporation","BBMG Corporation","5.3","23.7","2.9","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/boise-cascade-company","Boise Cascade Company","5.2","12.5","0.0","10.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/lennar-corporation","Lennar Corporation","5.0","0.0","3.9","8.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/ansteel-group","Ansteel Group","4.9","16.2","4.2","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/heraeus-holding","Heraeus Holding","4.9","0.0","1.6","11.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-national-building-material-group-cnbm-sinoma","China National Building Material Group","4.8","10.0","6.5","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/builders-firstsource","Builders FirstSource","4.7","6.2","1.6","8.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/daito-trust-construction","Daito Trust Construction","4.7","0.0","7.1","3.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/nanjing-iron-steel","Nanjing Iron & Steel","4.7","0.0","8.9","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/jinchuan-group","Jinchuan Group","4.4","6.2","3.2","5.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/skechers-2","Skechers","4.3","0.0","0.5","11.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/bechtel","Bechtel","4.0","0.0","0.0","11.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/swinerton","Swinerton","4.0","0.0","0.0","11.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/tetra-laval","Tetra Laval","4.0","0.0","7.6","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/bua-cement","BUA Cement","3.8","0.0","2.4","7.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-baowu-steel-group-baowu","China Baowu Steel Group","3.8","0.0","6.2","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/jiangsu-hengrui-medicine","Jiangsu Hengrui Medicine","3.7","18.7","2.1","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/designer-brands","Designer Brands","3.5","0.0","0.0","10.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/intercement","InterCement","3.5","0.0","0.0","10.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/tailored-brands-2","Tailored Brands","3.5","0.0","0.0","10.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/tanaka-precious-metals","TANAKA Precious Metals","3.3","6.2","3.7","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/hanwa","Hanwa","3.2","12.5","1.0","3.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/power-construction-corporation-of-china-powerchina","Power Construction Corporation of China","3.1","17.5","1.3","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/ascena-retail-group-2","Ascena Retail Group","3.0","0.0","0.0","8.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/fung-group-3","Fung Group","3.0","0.0","0.0","8.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/g-iii-apparel-group","G-III Apparel Group","3.0","0.0","0.0","8.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/nvr","NVR","2.8","0.0","0.6","7.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/india-cements","India Cements","2.7","5.0","2.9","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-minmetals","China MinMetals","2.4","5.0","3.2","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/d-r-horton","D.R. Horton","2.0","0.0","0.0","6.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/orascom","Orascom","2.0","0.0","0.0","6.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/crec","CREC","1.8","0.0","3.4","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/shougang-group","Shougang Group","1.5","0.0","2.9","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/sumitomo-osaka-cement","Sumitomo Osaka Cement","1.5","0.0","0.0","4.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-state-construction-engineering","China State Construction Engineering","0.9","6.2","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/jiangsu-shagang-group","Jiangsu Shagang Group","0.9","0.0","1.6","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/jiangxi-copper","Jiangxi Copper","0.9","6.2","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/marubeni-itochu-steel","Marubeni-Itochu Steel","0.9","0.0","1.6","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/ramco-cements","Ramco Cements","0.9","0.0","1.6","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/tsingshan-holding-group","Tsingshan Holding Group","0.9","0.0","1.6","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-communications-construction","China Communications Construction","0.5","0.0","0.0","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-railway-construction-corporation-crcc","China Railway Construction Corporation","0.5","0.0","0.0","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/shanghai-construction-group","Shanghai Construction Group","0.5","0.0","0.0","1.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/amer-international-group","Amer International Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/baotou-iron-and-steel-group","Baotou Iron and Steel Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/beijing-construction-engineering-group-bceg","Beijing Construction Engineering Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/beijing-urban-construction-group-bucg","Beijing Urban Construction Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/c-h-boehringer-sohn-ag-co","C.H. Boehringer Sohn AG & Co","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-national-chemical-corporation-chemchina","China National Chemical Corporation","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-pacific-construction-group","China Pacific Construction Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/china-west-construction-group","China West Construction Group","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/dongling-group","Dongling Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/eurocement","Eurocement","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/ezz-steel","Ezz Steel","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/forever-21","Forever 21","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/hbis-group-hesteel","HBIS Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/helian-group","Heilan Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/hengli-petrochemical","Hengli Petrochemical","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/hunan-valin-iron-and-steel-group-hunan-valin-steel","Hunan Valin Iron and Steel Group","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/jk-holdings","JK Holdings","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/jiangsu-zhongnan-construction-group","Jiangsu Zhongnan Construction Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/jiuquan-iron-and-steel-group","JiuQuan Iron and Steel Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/kangde-xin-composite-material-group","Kangde Xin Composite Material Group ","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/rongsheng-petro-chemical","Rongsheng Petro Chemical","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/semir","Semir","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/shandong-iron-steel-group","Shandong Iron & Steel Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/shanghai-urban-construction-group-corporation","Shanghai Urban Construction Group Corporation","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/shapoorji-pallonji-co","Shapoorji Pallonji & Co","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/souyute-group-3","Souyute Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/taiyuan-iron-steel","Taiyuan Iron & Steel","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/tangshan-jidong-cement","Tangshan Jidong Cement","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/tongling-nonferrous-metals-group","Tongling Nonferrous Metals Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/tosoh","Tosoh","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/vicem","Vicem","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/vietnam-rubber-group","Vietnam Rubber Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/whiting-turner-contracting","Whiting-Turner Contracting","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/wuchan-zhongda-group","Wuchan Zhongda Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/xinxing-cathay-international-group","Xinxing Cathay International Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/yatai-building-materials","Yatai Building Materials","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/youngor-group","Youngor Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/zhongce-rubber-group","Zhongce Rubber Group","0.0","0.0","0.0","0.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/kering-4","Kering","55.2","80.0","47.6","57.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/norsk-hydro","Norsk Hydro","46.8","35.0","36.9","67.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/newmont","Newmont","46.3","57.2","35.9","58.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/rio-tinto-2","Rio Tinto","45.1","65.2","35.1","52.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/vale","Vale","43.6","62.5","28.7","59.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/mondi","Mondi","42.1","61.2","43.7","31.8"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/acciona","ACCIONA","42.0","73.7","25.8","54.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/teck-resources-2","Teck Resources","39.8","57.5","23.8","57.8"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/fast-retailing-4","Fast Retailing","39.4","51.2","34.8","41.8"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/novartis","Novartis","39.0","46.2","35.7","41.2"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/industria-de-diseno-textil-inditex-2","Industria de Diseño Textil (Inditex)","38.7","46.2","25.2","56.8"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/holcim","Holcim","37.6","42.2","30.4","47.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/gildan-activewear-2","Gildan Activewear","36.9","41.2","26.7","51.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/sibanye-stillwater","Sibanye Stillwater","36.7","56.2","37.1","28.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/sanofi","Sanofi","36.4","30.0","36.7","38.7"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/anglo-american-2","Anglo","36.2","51.2","22.2","52.2"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/sacyr","Sacyr","35.6","51.2","39.4","23.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/cemex","CEMEX","35.0","70.0","20.1","44.2"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/gap-2","Gap","34.6","36.2","29.3","42.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/polyus","Polyus","34.2","43.7","36.6","26.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/hyundai-engineering-and-construction","Hyundai","50.0","28.4","36.8"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/glencore-3","Glencore","33.8","51.0","19.1","50.1"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/siam-cement-scg","Siam Cement (SCG)","33.4","56.2","30.4","28.8"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/merck-kgaa","Merck KGaA","33.2","41.2","33.7","29.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/polymetal","Polymetal","33.0","31.2","29.1","39.7"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/hennes-mauritz-hm-2","Hennes & Mauritz (H&M)","32.8","43.7","21.2","46.8"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/bridgestone","Bridgestone","32.7","23.7","23.4","51.0"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/posco-2","POSCO","32.2","40.0","27.4","36.8"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/pvh-4","PVH","32.1","36.2","26.5","39.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/south32","South32","31.2","46.2","24.2","36.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/alcoa","Alcoa","31.0","35.0","24.9","38.8"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/owens-corning","Owens Corning","30.9","41.2","29.9","28.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/michelin","Michelin","30.6","41.2","24.1","36.5"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/nornickel","Nornickel","30.6","45.0","23.9","35.4"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/johnson-johnson","Johnson & Johnson","30.5","45.0","25.6","32.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/saipem","Saipem","30.4","46.2","29.0","26.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/nlmk-group","NLMK Group","29.6","46.2","27.7","25.8"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/pfizer","Pfizer","29.6","47.2","21.1","35.9"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/gsk","GSK","29.4","51.2","24.5","28.3"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/lululemon-athletica-2","Lululemon Athletica","29.3","40.0","21.8","36.8"
"https://www.worldbenchmarkingalliance.org/publication/nature/companies/bbasf-4","BASF","29.0","37.7","28.3","26.8"
